FeatureID	Kingdom	Phylum	Class	Order	Family	Genus
Otu000285	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000286	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Otu000287	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu000288	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
Otu000289	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000290	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu000291	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu000292	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu000293	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella
Otu000294	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVb
Otu000295	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu000296	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu000297	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Otu000298	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella
Otu000299	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu000300	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Otu000301	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu000302	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu000303	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu000304	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu000305	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu000306	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Otu000307	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified
Otu000308	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
Otu000309	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu000310	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus
Otu000311	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000312	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Sarcina
Otu000313	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu000314	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Otu000315	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified
Otu000316	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu000317	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Otu000318	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
Otu000319	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Slackia
Otu000320	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unclassified
Otu000321	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu000322	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania
Otu000323	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
Otu000324	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Gordonibacter
Otu000325	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu000326	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu000327	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unclassified
Otu000328	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Otu000329	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	unclassified
Otu000330	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu000331	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Otu000332	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified
Otu000333	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu000334	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000335	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu000336	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
Otu000337	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu000338	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu000339	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu000340	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu000341	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu000342	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000343	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000344	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu000345	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu000346	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000347	Bacteria	Proteobacteria	Betaproteobacteria	unclassified	unclassified	unclassified
Otu000348	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu000349	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu000350	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000351	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Otu000352	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000353	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu000354	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Otu000355	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Allisonella
Otu000356	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_Incertae_Sedis_XI	Gemella
Otu000357	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unclassified
Otu000358	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu000359	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Otu000360	Bacteria	Firmicutes	Bacilli	Lactobacillales	unclassified	unclassified
Otu000361	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu000362	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Otu000363	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000364	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu000365	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified
Otu000366	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu000367	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
Otu000368	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000369	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu0003	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified
Otu000371	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
Otu000372	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella
Otu000373	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella
Otu000374	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
Otu000375	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu000376	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu000377	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000378	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia
Otu000379	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified
Otu000380	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
Otu000381	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu000382	Bacteria	Proteobacteria	unclassified	unclassified	unclassified	unclassified
Otu000383	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu000384	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu000385	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified
Otu000386	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu000387	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu000388	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu000389	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu000390	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu000391	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Otu000392	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu000393	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
Otu000394	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Otu000395	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus
Otu000396	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu000397	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000398	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Otu000399	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified
Otu000400	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Otu000401	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified
Otu000402	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified
Otu000403	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unclassified
Otu000404	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella
Otu000405	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu000406	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000407	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu000408	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu000409	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu000410	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Otu000411	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000412	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu000413	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella
Otu000414	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
Otu000415	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
Otu000416	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unclassified
Otu000417	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000418	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu000419	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Otu000420	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000421	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
Otu000422	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified
Otu000423	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified
Otu000424	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Otu000425	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified
Otu000426	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
Otu000427	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unclassified
Otu000428	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Otu000429	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu000430	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000431	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu000432	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu000433	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Otu000434	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Otu000435	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu000436	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Otu000437	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	unclassified	unclassified
Otu000438	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000439	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Otu000440	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000441	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000442	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Otu000443	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu000444	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified
Otu000445	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu000446	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu000447	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
Otu000448	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000449	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Otu000450	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
Otu000451	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Otu000452	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000453	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000454	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu000455	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella
Otu000456	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu000457	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu000458	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000459	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu000460	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified
Otu000461	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Otu000462	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu000463	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
Otu000464	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
Otu000465	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
Otu000466	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu000467	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified
Otu000468	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu000469	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu0004	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus
Otu000471	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu000472	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Otu000473	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000474	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu000475	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified
Otu000476	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu000477	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Odoribacter
Otu000478	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu000479	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000480	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000481	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu000482	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu000483	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000484	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu000485	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000486	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Otu000487	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu000488	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu000489	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu000490	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
Otu000491	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu000492	Bacteria	Proteobacteria	Betaproteobacteria	unclassified	unclassified	unclassified
Otu000493	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000494	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000495	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000496	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Otu000497	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu000498	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XI	Anaerococcus
Otu000499	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Olsenella
Otu000500	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu000501	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Otu000502	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
Otu000503	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor
Otu000504	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified
Otu000505	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis
Otu000506	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified
Otu000507	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000508	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu000509	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Otu000510	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu000511	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu000512	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella
Otu000513	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu000514	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu000515	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified
Otu000516	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified
